2025-05-13 22:24:10 | INFO | MovieWebsite.Controllers.HomeController | Bắt đầu tải trang chủ 
2025-05-13 22:55:30 | INFO | MovieWebsite.Controllers.AccountController | Đăng nhập thử với email: liem8000@gmail.com 
2025-05-13 22:55:30 | INFO | MovieWebsite.Controllers.AccountController | Đăng nhập thành công cho user: liem8000@gmail.com, Role: User 
2025-05-13 22:55:30 | INFO | MovieWebsite.Controllers.HomeController | Bắt đầu tải trang chủ 
2025-05-13 22:55:30 | INFO | MovieWebsite.Controllers.HomeController | Lấy danh sách phim thành công - Tổng số: 21 
2025-05-13 22:55:30 | INFO | MovieWebsite.Controllers.HomeController | Lấy 3 phim nổi bật thành công 
2025-05-13 22:55:34 | INFO | MovieWebsite.Controllers.HomeController | Bắt đầu lọc phim - Category: (null), Country: Japan, Sort: (null), Page: 1, IsNew: (null) 
2025-05-13 22:55:34 | INFO | MovieWebsite.Controllers.HomeController | Áp dụng bộ lọc quốc gia: Japan 
2025-05-13 22:55:34 | INFO | MovieWebsite.Controllers.HomeController | Lọc phim thành công - Tổng số phim: 1, Trang: 1 
2025-05-13 22:55:36 | INFO | MovieWebsite.Controllers.HomeController | Bắt đầu tải chi tiết phim - MovieId: MV021 
2025-05-13 22:55:36 | INFO | MovieWebsite.Controllers.HomeController | Tải chi tiết phim thành công - MovieId: MV021 
2025-05-13 22:55:37 | INFO | MovieWebsite.Controllers.HomeController | Bắt đầu xem phim - MovieId: MV021 
2025-05-13 22:55:38 | INFO | MovieWebsite.Controllers.HomeController | Cập nhật lịch sử xem phim - UserId: KHC89E035A, MovieId: MV021 
2025-05-13 22:55:38 | INFO | MovieWebsite.Controllers.HomeController | Tải trang xem phim thành công - MovieId: MV021 
2025-05-13 22:56:48 | INFO | MovieWebsite.Controllers.HomeController | Bắt đầu xem phim - MovieId: MV021 
2025-05-13 22:56:48 | INFO | MovieWebsite.Controllers.HomeController | Cập nhật lịch sử xem phim - UserId: KHC89E035A, MovieId: MV021 
2025-05-13 22:56:48 | INFO | MovieWebsite.Controllers.HomeController | Tải trang xem phim thành công - MovieId: MV021 
2025-05-13 22:57:06 | INFO | MovieWebsite.Controllers.HomeController | Bắt đầu tải trang chủ 
2025-05-13 22:57:07 | INFO | MovieWebsite.Controllers.HomeController | Lấy danh sách phim thành công - Tổng số: 21 
2025-05-13 22:57:07 | INFO | MovieWebsite.Controllers.HomeController | Lấy 3 phim nổi bật thành công 
2025-05-13 22:57:10 | INFO | MovieWebsite.Controllers.AccountController | Người dùng đăng xuất: liem8000@gmail.com 
2025-05-13 22:57:25 | INFO | MovieWebsite.Controllers.AccountController | Đăng nhập thử với email: admin@example.com 
2025-05-13 22:57:26 | WARN | MovieWebsite.Controllers.AccountController | Đăng nhập thất bại cho email: admin@example.com - Email hoặc mật khẩu không đúng 
2025-05-13 22:57:46 | INFO | MovieWebsite.Controllers.AccountController | Đăng nhập thử với email: admin@example.com 
2025-05-13 22:57:47 | INFO | MovieWebsite.Controllers.AccountController | Đăng nhập thành công cho user: admin@example.com, Role: admin 
2025-05-13 22:57:47 | INFO | MovieWebsite.Controllers.AdminController | Bắt đầu tải dữ liệu tổng quan cho trang admin 
2025-05-13 22:57:47 | INFO | MovieWebsite.Controllers.AdminController | Tải dữ liệu tổng quan thành công 
2025-05-13 22:57:55 | INFO | MovieWebsite.Controllers.AdminController | Bắt đầu tải danh sách đánh giá - SortOrder: newest, SearchTerm:  
2025-05-13 22:57:55 | INFO | MovieWebsite.Controllers.AdminController | Sắp xếp danh sách đánh giá theo thời gian mới nhất 
2025-05-13 22:57:55 | INFO | MovieWebsite.Controllers.AdminController | Tải danh sách đánh giá thành công - Tổng số: 1 
2025-05-13 22:57:55 | INFO | MovieWebsite.Controllers.AdminController | Bắt đầu tải danh sách phim - SearchTerm: (null), SortOrder: (null) 
2025-05-13 22:57:55 | INFO | MovieWebsite.Controllers.AdminController | Sắp xếp danh sách phim theo thời gian tạo mới nhất 
2025-05-13 22:57:56 | INFO | MovieWebsite.Controllers.AdminController | Tải danh sách phim thành công - Tổng số: 21 
2025-05-13 22:57:56 | INFO | MovieWebsite.Controllers.AdminController | Bắt đầu tải danh sách phim - SearchTerm: (null), SortOrder: (null) 
2025-05-13 22:57:56 | INFO | MovieWebsite.Controllers.AdminController | Sắp xếp danh sách phim theo thời gian tạo mới nhất 
2025-05-13 22:57:56 | INFO | MovieWebsite.Controllers.AdminController | Tải danh sách phim thành công - Tổng số: 21 
2025-05-13 22:57:58 | INFO | MovieWebsite.Controllers.AdminController | Bắt đầu tải danh sách người dùng - SearchTerm: (null), SortOrder: (null) 
2025-05-13 22:57:58 | INFO | MovieWebsite.Controllers.AdminController | Sắp xếp danh sách người dùng theo thời gian tạo mới nhất 
2025-05-13 22:57:58 | INFO | MovieWebsite.Controllers.AdminController | Tải danh sách người dùng thành công - Tổng số: 2 
2025-05-13 22:58:00 | INFO | MovieWebsite.Controllers.AdminController | Bắt đầu tải trang chỉnh sửa người dùng - UserId: KHC89E035A 
2025-05-13 22:58:00 | INFO | MovieWebsite.Controllers.AdminController | Tải trang chỉnh sửa người dùng thành công - UserId: KHC89E035A 
2025-05-13 22:58:04 | INFO | MovieWebsite.Controllers.AdminController | Bắt đầu chỉnh sửa người dùng - UserId: KHC89E035A, Username: Liêm 
2025-05-13 22:58:04 | INFO | MovieWebsite.Controllers.AdminController | Chỉnh sửa người dùng thành công - UserId: KHC89E035A 
2025-05-13 22:58:04 | INFO | MovieWebsite.Controllers.AdminController | Bắt đầu tải danh sách người dùng - SearchTerm: (null), SortOrder: (null) 
2025-05-13 22:58:04 | INFO | MovieWebsite.Controllers.AdminController | Sắp xếp danh sách người dùng theo thời gian tạo mới nhất 
2025-05-13 22:58:04 | INFO | MovieWebsite.Controllers.AdminController | Tải danh sách người dùng thành công - Tổng số: 2 
2025-05-13 22:58:06 | INFO | MovieWebsite.Controllers.AdminController | Bắt đầu tải trang chỉnh sửa người dùng - UserId: U001 
2025-05-13 22:58:06 | INFO | MovieWebsite.Controllers.AdminController | Tải trang chỉnh sửa người dùng thành công - UserId: U001 
2025-05-13 22:58:14 | INFO | MovieWebsite.Controllers.AdminController | Bắt đầu tải danh sách người dùng - SearchTerm: (null), SortOrder: (null) 
2025-05-13 22:58:14 | INFO | MovieWebsite.Controllers.AdminController | Sắp xếp danh sách người dùng theo thời gian tạo mới nhất 
2025-05-13 22:58:14 | INFO | MovieWebsite.Controllers.AdminController | Tải danh sách người dùng thành công - Tổng số: 2 
2025-05-13 23:05:43 | INFO | MovieWebsite.Controllers.AdminController | Bắt đầu tải danh sách người dùng - SearchTerm: (null), SortOrder: (null) 
2025-05-13 23:05:43 | INFO | MovieWebsite.Controllers.AdminController | Sắp xếp danh sách người dùng theo thời gian tạo mới nhất 
2025-05-13 23:05:43 | INFO | MovieWebsite.Controllers.AdminController | Tải danh sách người dùng thành công - Tổng số: 2 
